code	name	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
1	Alabama	-0.000684620918	-0.000770327918	0.001879725463	0.002511446185	0.004862850588	0.008802178166	0.004833041564	0.004795516398	0.0034866184	0.001933308383	0.000450740529	0.000939392537	0.001364295533	0.000694270828	0.000678575096	0.000558930569	0.001708217894
2	Alaska	-0.002856882255	0.003257035424	0.001171945964	0.004493875209	0.000226887353	-0.000537565349	-0.004223232634	-0.003636835953	0.002886200615	0.009529211571	0.000615481447	0.001782415882	-0.001875189512	-0.01036566206	-0.007991928058	-0.0043798551	-0.01131560632
3	Arizona	0.01723255042	0.01892414139	0.01624512352	0.02113767948	0.02771031388	0.02708225425	0.01710037986	0.01282871253	0.006431080808	0.003378179061	0.003177163082	0.006378164476	0.005498188306	0.008099945363	0.009119606428	0.01141602333	0.01139195709
4	Arkansas	0.001583430117	0.001666481337	0.003056187527	0.005508688748	0.00702088338	0.009838109727	0.00421332401	0.003740482855	0.003112616623	0.004144110165	0.002623039439	0.000533981176	0.0001591605	-8.4099176e-05	0.001144362374	0.00158890463	0.002742423459
5	California	0.006112599506	0.003203635799	0.002444639927	0.000958769305	-0.001608802933	-0.003309589373	-0.00263620428	0.000666753719	0.001816702516	0.000805621778	0.002019697403	0.002414664971	0.002062399467	0.0026465872	0.00224142104	0.001180355864	0.00067666983
6	Colorado	0.01518935097	0.007349843628	0.001188109188	0.00285468936	0.005020916345	0.01115975825	0.009891089422	0.01058269459	0.009772929834	0.007038786822	0.006653588393	0.007247391738	0.00849774799	0.00890930551	0.01247269251	0.01085652041	0.008372975792
7	Connecticut	0.002245561836	0.003093874126	0.003163364086	-0.000806939158	-0.001701086849	-0.000615576587	-0.002700968411	0.000610449878	0.000996408032	0.004078017503	0.00099385145	-0.00054272597	-0.000420267563	-0.00247936248	-0.003464251708	-0.003112421321	-0.001257548041
8	Delaware	0.006505881289	0.007876148318	0.009042417834	0.01017578572	0.01196727361	0.01066790791	0.008181997045	0.007536584483	0.005218774644	0.003361075544	0.005296537501	0.006119187703	0.005969656598	0.007266983132	0.007253133729	0.006564723311	0.007527275405
9	District of Columbia	-0.001000186122	-0.007544744551	-0.01375714772	-0.007595201339	-0.007539732064	-0.001476809714	-0.00206256563	0.000841491122	0.01101089238	0.01316937723	0.01702824276	0.01647974547	0.01501854179	0.009015104763	0.0106484054	0.0105550774	0.007708001405
10	Florida	0.01609833676	0.01710489058	0.01496214131	0.02067198926	0.02031523707	0.01347298658	0.005732820409	0.003773823854	0.003041081794	0.007085255953	0.01111716977	0.01053630956	0.01086464678	0.01382672308	0.01680930941	0.01770466067	0.01464994023
